BV,av,title,pubtime,tag,up,fans,length,view,danmu,review,favorite
BV1YJ411d799,76688071,笑死！在家看着电视，突然楼炸了？【小潮-熊孩子时间】,Sat Nov 23 12:10:58 2019,"小潮,搞笑视频,逗比,奇葩,恶搞,生活,搞笑,vlog,恶作剧,沙雕",小潮院长,3163000,527,3247273,23325,1575,38331
BV1X7411v714,84292677,探访马云开的未来酒店，满满都是黑科技，感叹人类发展真是太快了,Mon Jan 20 19:48:11 2020,"马云,阿里巴巴,生活,黑科技,科技,旅行,VLOG,未来酒店",翔翔大作战,6033000,1336,3247251,25503,4033,12045
BV1uE411i7r8,75217874,深夜探访重庆第一鬼楼！！,Sun Nov 10 20:40:20 2019,"联合创作,重庆,VLOG,徐大虾,捕月说",徐大虾咯,4716000,934,3238806,95429,4415,16031
BV1nE411u7xq,94851325,试吃保质期30年的美国紧急食品，为什么疫情下最先被抢光？,Mon Mar  9 11:57:47 2020,"美国疫情,vlog,美国,试吃,美食,开箱",我是郭杰瑞,5092000,603,3236929,34108,9818,11059
BV17p4y117Zx,967500054,用炸牛奶的方法炸饮料会是什么口味,Thu Apr  2 17:52:21 2020,"料理制作,吃播,美食vlog,美食,吃货,炸牛奶,炸饮料",翔翔大作战,6033000,744,3233539,34254,9873,11812
BV1zt411V7yY,59131445,带你来我500万的家做客，差点就让你见到我素颜睡衣蓬头垢面的样子了，还好我关门速度快！,Sun Jul 14 18:00:37 2019,"带你参观我的家,生活,VLOG,生活记录,吉原悠一,萌妹子,闺房,豪宅,上海",吉原悠一_yui,952000,614,3221534,13248,4418,22878
BV1e4411C7yB,67059308,开箱398买的“太阳能烤炉”，不用火不用电，以后吃烤肉真的方便了,Sun Sep  8 17:53:15 2019,"美食,试吃,吃货,VLOG,开箱,烤肉,烧烤,太阳能烤炉",翔翔大作战,6033000,652,3221509,14505,3324,10247
BV1Yk4y1k7kj,753079785,高压锅压生蚝这么火，还需要去店里吃？简单3分钟在家就可以搞定,Sun May  3 17:30:30 2020,"花样吃播,料理制作,吃播,美食vlog,美食,吃货,生蚝,海鲜,高压锅生蚝",翔翔大作战,6033000,805,3219522,33832,8287,10112
BV1c4411D7My,63623612,100人民币在乌克兰能买啥？竟然可以横扫超市！,Wed Aug 14 12:00:59 2019,"涨姿势,留学,旅游,VLOG,美食,乌克兰,购物,物价,俄罗斯,肯德基",我是郭杰瑞,5092000,524,3216838,36704,9325,10623
BV1Qs411G7Zb,26076911,70元一个2斤的鸡腿，比普通鸡腿大10倍，一家三口都吃不完,Tue Jul  3 17:38:24 2018,"美食圈,火鸡腿,鸡腿,奇葩,Vlog,搞笑,美食",翔翔大作战,6033000,430,3208615,5140,1817,3585
BV1LE411Z7QX,70943064,送一堆作业，给爱抄作业的表弟，表弟：我tm谢谢你啊,Sat Oct 12 17:00:05 2019,"生活,小学生,VLOG,正能量,搞笑,可爱,奶奶,高能,表弟,逗比",在下哲别,1924000,1008,3208219,32155,4165,45570
BV1yE411c77a,98057110,意外发现，我居然拥有刺客伍六七的声线...,Sat Mar 21 10:35:24 2020,"搞笑戏精,VLOG,自制,生活,东尼ookii,搞笑,吐槽,日常,刺客伍六七,读评论",东尼ookii,2635000,1014,3207291,63494,5801,33416
BV1FZ4y1s71C,370503705,98买了一整颗可食用芦荟，尝试制作印度街头饮料，真的能解暑吗,Thu May  7 18:05:06 2020,"料理制作,吃播,美食vlog,美食,吃货,印度街头小吃,芦荟,可食用芦荟,印度小吃,花样吃播",翔翔大作战,6033000,838,3204394,34148,6186,6117
BV1w441167Vy,65317574,小翔哥喝世界上最难喝的水，喝一口直接喷出来，你敢挑战吗？,Sun Aug 25 18:43:15 2019,"翔翔大作战,变形兄弟,徐大虾咯,力元君,啊吗粽,在下哲别,老坛胡说,福乐小哥,vlog星制造,搞笑",老坛胡说,1859000,2611,3199409,59734,6512,25348
BV1r4411V7w5,55648785,真的能用自制的弓箭抓到猎物吗 - 信誓蛋蛋尝试了【第六集】,Sat Jun 15 15:34:52 2019,"VLOG,澳洲荒野,荒野,信誓蛋蛋,挑战,极限求生,澳洲,自制,弓箭,猎物",信誓蛋蛋,4823000,948,3194981,36982,6037,15844
BV1FJ411k7jv,79317377,"肺癌晚期的虎子,陪儿子体验坐公交车,回程突发状况,只为多留回忆",Sun Dec 15 10:17:18 2019,"肺癌,VLOG,健康,自制,生活记录,抗癌,社会,癌症,感动",虎子的后半生,204000,322,3176381,22710,11584,44499
BV1pt411U7Lp,35792711,1500日元一碗的免费续肉饭，小姐姐添肉添到手软，男子一尝竟…？,Mon Nov 12 18:30:08 2018,"贴秋膘走起,美食圈,美食,日本,烤牛肉,roastbeef,丼,vlog,孤独的美食基",孤独的美食基,2909000,430,3170687,7373,3482,20843
BV1SE411i7MJ,74824928,远道而来的一位特殊朋友，知道会留疤还坚持洗纹身！,Thu Nov  7 14:35:46 2019,"个人技展示,纹身,纹身师,生活,生活记录,VLOG,正能量,洗纹身",大胡子魏,420000,812,3154239,11815,4034,5760
BV1sJ41197N8,77312308,东海oo | 【绝密】证明外星人存在的三大证据曝光！,Thu Nov 28 16:16:44 2019,"全能打卡挑战,自制,生活,生活记录,记录,VLOG,学习,高能,剪辑",东海xx,477000,630,3150935,12105,6186,11896
BV1jt411C7TY,39023853,带北极星小姐姐游上海，挑战亚洲蹲和绕口令！,Wed Dec 26 11:00:55 2018,"日常,美国,中国,郭杰瑞,VLOG,北极星小姐姐,天赋异禀,亚洲蹲,上海,外国人",我是郭杰瑞,5092000,606,3149025,17877,21554,27014
BV12E41127SW,73128872,试吃60公斤重大目金枪鱼，澳洲官方认证最顶级牛肉！体验上海自贸区各国展馆！,Wed Oct 23 18:00:33 2019,"美食,大祥哥来了,VLOG,吃播,自贸区,进博会,正能量,双十一种草大会,种草",大祥哥来了,3781000,741,3148733,15624,3910,12064
BV1FE411f7PM,70564643,小翔哥是世界上最帅的男人,Tue Oct  8 17:59:42 2019,"vlog爱拍挑战,周杰伦,叶惠美,你听得到,搞笑,倒放,模仿",翔翔大作战,6033000,612,3143380,21981,5751,29941
BV1B7411a7NH,84706696,华农兄弟：过年了，烧点水，叫兄弟帮忙一起宰猪过年,Fri Jan 24 14:40:57 2020,"春节vlog,动物圈,动物,日常,华农,华农兄弟,农村,过年,美食,香猪",华农兄弟,5674000,429,3136440,29991,6799,6565
BV1b7411z7J4,85549443,给我100w都不删的视频【欣小萌】,Wed Jan 29 13:29:41 2020,"春节,生活记录,VLOG",欣小萌有点污,323000,32,3134789,1309,1037,8126
BV1D7411J7LR,89252700,笑炸了！大型网课翻车现场！全程高能，做好准备！,Sun Feb 16 14:20:31 2020,"全能打卡挑战,是在下输了,搞笑视频,全程高能,vlog,吐槽,学习,沙雕,搞笑,网课",姜姜姜酱啊,176000,736,3129380,85530,3188,30788
BV1qE411q7n1,74449759,想知道两亿多人民币是多么大的一堆吗？,Sun Nov  3 21:33:42 2019,"生活,记录,代价,董叔,VLOG,扫黑除恶",辣个董叔,263000,158,3118458,3613,3668,7076
BV1Rt411P7QP,62671559,【朱一旦】41 今天你牵挂的人在身边吗？,Wed Aug  7 22:15:39 2019,"朱一旦,枯燥,Vlog,爱情,七夕",朱一旦的枯燥生活,4549000,206,3116227,15391,5229,11552
BV1SE411J7V6,92668458,暗访纽约医院，如果新冠病毒在美国爆发，大家准备好了吗？,Sat Feb 29 19:35:27 2020,"美国疫情,肺炎,抗击肺炎,vlog,现场探访",我是郭杰瑞,5092000,537,3101109,28611,12572,12336
BV1nJ411K7Ta,67279486,试吃世界三大美食“黑松露”，真是千奇百怪的味道，一个也没吃完,Tue Sep 10 20:05:51 2019,"美食,试吃,吃货,VLOG,世界三大美食,黑松露",翔翔大作战,6033000,628,3098776,14689,4397,13021
BV1E4411m7yH,66247408,日本妹子来中国吃到这个东西竟然哭了…她一共说了多少次好吃？？,Sun Sep  1 16:30:51 2019,"我的生活态度,生活,美食,VLOG,吃货,可爱,小姐姐,日本,日本妹子,恶搞",纳豆奶奶,4121000,322,3088696,12567,4085,16542
BV1Vx411R7dz,57331157,【欣小萌】心跳加速了吗？❤️桃花笑~,Sun Jun 30 14:22:29 2019,桃花笑,-欣小萌-,2496000,304,3088443,7066,3186,40856
BV1wz411z747,200427350,半夜趁室友睡着，潜入他的房间打开鲱鱼罐头！,Fri Apr 24 18:00:39 2020,"VLOG的一百种可能,逗比,搞笑,恶搞,搞笑视频,奇葩,整蛊,沙雕,全程高能,鲱鱼罐头",骚拳超人,268000,900,3081512,29258,4678,56720
BV1HK411L7p5,497591405,负 荆 请 罪 （聊天视频）,Fri Mar 27 06:13:52 2020,"小潮,搞笑,生活,vlog,日常,谈心,小潮院长",小潮院长,3163000,409,3078119,39754,6889,23057
BV1Jx411d7Rq,56984841,斥巨资给猫做豪华寿司刺身，一端上来就开抢，三猫化身居酒屋老板娘！,Thu Jun 27 17:00:22 2019,"与猫相爱相杀的瞬间,铲屎官,萌宠,宠物,猫咪,Vlog,动物圈,搞笑,高能吃播猫",花花与三猫CatLive,2933000,1001,3052732,33189,3806,47877
BV1ab411C7hN,42001318,给亲戚家的小学生送一堆寒假作业当做新年礼物，差点断绝关系...,Tue Jan 29 07:08:52 2019,"100个春节故事,日常,生活,原创,搞笑,吐槽,东尼ookii,记录,VLOG,小学生",东尼ookii,2635000,315,3048761,18227,5649,26304
BV1eK411L7qD,497665390,我为什么不教我女儿讲中文!!!,Sat Apr 11 15:33:00 2020,"加油2020-VLOG挑战,VLOG,生活记录,生活,自制,搞笑,记录,美食,美食圈,外国人",仲尼Johnny777,342000,2019,3046551,85579,25564,43163
BV1tp411A75F,100663307,自制家庭版灌汤包，超级简单，以后再也不用去早餐店买了,Mon Mar 30 18:50:29 2020,"料理制作,吃播,美食vlog,美食,吃货,灌汤包",翔翔大作战,6033000,622,3037929,34112,15237,12593
BV1DJ411u7ET,68487244,福彩和体彩各买1000的刮刮乐，到底哪边亏的更多呢,Sun Sep 22 17:30:11 2019,"生活,彩票,VLOG,刮刮乐,搞笑",翔翔大作战,6033000,645,3035109,34062,3368,11209
BV1K7411g74E,88931765,当厨房白痴尝试做菜...,Fri Feb 14 17:32:07 2020,"生活,VLOG,做饭,美食,吃饭,徐大虾,徐大虾咯,日常,搞笑",徐大虾咯,4716000,726,3034723,46161,6550,17333
BV1FJ411U7sE,76261585,北京最安静的餐厅，点餐千万别说话,Tue Nov 19 16:32:51 2019,"全能打卡挑战,生活,VLOG,餐厅,记录,聋哑人餐厅,治愈,希望,无声餐厅",小哥哥zanzan,73000,548,3033373,6615,3696,68585
BV1ut411E7CC,60505257,花800元在房车里睡一晚，竟然比睡街上还难受！,Wed Jul 24 11:30:23 2019,"房车,旅游,生活,VLOG,酒店,美国,奇葩,涨姿势,吐槽,郭杰瑞",我是郭杰瑞,5092000,533,3030586,26904,8759,20567
BV1Pt41137EH,59645690,【莽吧！变形兄弟】6位up主如何在5天时间内感情破裂,Thu Jul 18 17:00:08 2019,"力元君,啊吗粽,老坛胡说,在下哲别,福乐小哥,徐大虾,变形兄弟,vlog星制造",徐大虾咯,4716000,152,3024707,11610,4990,17067
BV1DJ41137Kf,68385466,网恋奔现成功，比照片还好看嘻嘻,Fri Sep 20 19:01:20 2019,"我的生活态度,网恋,生活记录,VLOG,恋爱,异地恋",红妆丶月老,4207,102,3016238,1270,2253,3093
BV1v7411k7bn,85074039,苦中作乐的武汉人民,Sun Jan 26 12:44:44 2020,"生活,vlog,生活记录,武汉,VLOG,记录",求知若渴谦虚若愚,126000,247,3009805,5384,3260,20242
BV1j4411g794,56564873,海底捞居然还有外卖服务！锅和餐具都一起打包送上门！,Sun Jun 23 16:00:59 2019,"搞笑,vlog,美食圈,美食,生活,吃货,日常,海底捞,外卖,火锅",女胖胖,1655000,928,3003542,8793,1649,6140
BV13t411j7JW,60677626,逼守望先锋声优在网吧怒吼大招！！引来全场围观，瞬间自闭！！,Thu Jul 25 13:38:40 2019,"蚀血之暗,守望先锋,vlog,搞笑",蚀血之暗,352000,1205,3000732,26338,4667,55763
BV1Lb411L72A,49754802,自闭兄弟出道！【up主变形记01】,Fri Apr 19 18:01:16 2019,"Vlog人生第一次,生活,搞笑,日常,up主变形记,徐大虾,啊吗粽,老坛胡说,哲别君,福乐小哥,力元君",徐大虾咯,4716000,2412,2987176,33442,3707,20796
BV1Z741137wh,88767457,祖 安 营 销 号,Fri Feb 14 01:14:37 2020,"宅家vlog挑战,营销号,吐槽,沙雕,奇葩,吊人",NBzhuoc大,790000,815,2983274,73620,3920,44286
BV1jt411j7bG,60659727,你身边肯定有一个因为口音而倔强的东北人,Thu Jul 25 10:25:52 2019,"VLOG,东北话,搞笑视频",土木一班姜同学,137000,44,2981835,1570,4447,26004
BV1HJ41127K3,76460872,日本妹子好单纯？用辣条伪装北京烤鸭骗她，一口下去竟对我口吐芬芳…,Thu Nov 21 18:30:49 2019,"全能打卡挑战,美食,辣条,日语,日本妹子,萌妹纸,VLOG,日本",纳豆奶奶,4121000,748,2979280,14358,2972,18897
BV1LE411r7i8,72051548,双胞胎弟弟假扮哥哥去他学校上学，会被室友看出来吗？,Tue Oct 22 06:16:50 2019,"学习,生活,VLOG,校园,搞笑,高能,日常",爆走短路,250000,939,2979269,13939,4604,22883
BV1oE411y7m2,73296630,重复在同一家店买同一样东西，店员小姐姐吓懵了！,Fri Oct 25 05:50:16 2019,"自制,生活,记录,小姐姐,VLOG,恶搞,重复,搞笑,败者食尘",黑猫的维他,69000,524,2976457,8951,3856,23936
BV1gx411Z7hU,56823400,B站老总与2233娘一起尬舞！还亲自为欣小萌打CALL！,Wed Jun 26 12:00:20 2019,"B站,沙雕,VLOG,BML,22娘,33娘,欣小萌,视角姬,尬舞,书记舞",吃素的狮子,3058000,843,2972722,14923,4281,28620
BV1NK411572h,497904975,不 要 看 挑 战！赌上男人尊严！,Tue Apr 28 18:05:22 2020,"逗比,挑战,恶作剧,搞笑,VLOG,狮子,六道,沙雕,日常,男装",视角姬,2314000,832,2970458,8773,8455,51640
BV1zJ41137b8,68347502,一个人去唐人街吃中餐 经理看到我直接打折,Fri Sep 20 19:00:57 2019,"生活记录,生活,VLOG,记录,伦敦,留学,逛街",假美食po主,2409000,1042,2965804,27063,4680,15887
BV174411V7mS,55576179,加微信挑战！在漫展能加到几个Coser的微信！？——视角姬vlog,Sat Jun 15 12:07:53 2019,"带着小电视逛漫展,漫展,COSPLAY,CP24,碧蓝航线,日常,coser,搞笑,生活,VLOG",视角姬,2314000,714,2956730,20414,5592,44673
BV1e7411z7S9,85539171,当我知道自己是肺癌晚期的时候，我在想什么 之突然夜聊,Wed Jan 29 12:24:07 2020,"VLOG,生活记录,留学,健康,癌症,励志,积极生活,情感,抗癌,正能量",卡夫卡松饼君,178000,359,2956058,14680,11505,8869
BV1bK4y1b7f8,882935756,尝试复刻肯德基原味鸡,Mon Apr 27 19:45:19 2020,"全民复刻原味鸡,料理制作,吃播,美食vlog,美食,吃货,肯德基,原味鸡80周年",翔翔大作战,6033000,437,2931431,10424,5427,6730
BV1nt4y1U7b4,625169009,为什么日本辣妹灭绝了？原来她们都去从事那个行业了....,Thu Apr  9 15:29:18 2020,"加油2020-VLOG挑战,萌妹子,搞笑,高能,日本,日本文化,日语,日本女生,吐槽,高中生",纳豆奶奶,4121000,739,2923653,38735,7318,32893
BV18E41117Kf,73370994,外卖员最不愿意送地方，就是这些有钱人的地方，太麻烦了！,Fri Oct 25 19:40:24 2019,"bilibili新星计划,生活,VLOG,送外卖,生活记录,外卖,VLOG日常,外卖小哥,美团",蜗牛小涛,29000,320,2921941,2985,3954,3326
BV1FJ411n7pL,83611008,馋人家身子？各种绅士又见面了，看看杀猪盘骗局被端现场,Thu Jan 16 11:20:26 2020,"VLOG,警察,杀猪盘,诈骗",大漠叔叔,1646000,420,2921120,10088,6630,21580
BV1S4411K7ey,54872878,港区温泉活动拍摄Coser小姐姐真开心呀——视角姬vlog,Sat Jun  8 12:24:14 2019,"碧蓝航线,COSER,温泉,摄影,cosplay,搞笑,生活,小姐姐,漫展视频,漫展",视角姬,2314000,1129,2917196,31774,5821,113922
BV1j7411e7WA,84533610,3000元大排面！雇十几个群演扮粉丝接机，朋友吓傻了，路人全在拍照,Wed Jan 22 19:00:30 2020,"春节vlog,生活,人文,vlog,高能,自制,接机,搞笑,恶搞,过年",孰可司,158000,319,2915845,18568,8277,33481
BV1S4411Z7vS,64071903,欧洲最穷国乌克兰，为何美女纷纷到中国做模特？,Sat Aug 17 11:30:35 2019,"涨姿势,留学,旅游,VLOG,乌克兰,俄罗斯,中国,经济,美女,有钱",我是郭杰瑞,5092000,553,2910586,32279,9056,13419
BV1f7411e7Ji,84642678,自制10000发烟花加特林，祝大家过年好！,Fri Jan 24 18:00:26 2020,"全能打卡挑战,自制,生活,VLOG,烟花,过年,新年",蓝星在少年,228000,438,2909960,59438,7628,50983
BV15J41147Pk,80109202,当up主突然女装进入男生宿舍，舍友会有什么反映？！拍摄过程艰辛！,Sat Dec 21 20:13:11 2019,"30天vlog挑战,女装,女装大佬,生活,自制,生活记录,高能,男扮女装,vlog,搞笑",潇洒晓段ex,85000,810,2908358,14387,2040,28774
BV1Z7411R7hg,97453269,【党妹】欧洲见闻录！火车站居然没有安检？？意大利首富的花园别墅也太气派了吧…,Thu Mar 19 12:00:44 2020,"全能打卡挑战,VLOG,生活记录,旅游,佛罗伦萨,意大利,欧洲,游记,机智的党妹",机智的党妹,5749000,1703,2908343,44656,7604,53680
BV1P4411d7wq,64613091,当你头顶伊藤的海胆头走在日本街头 将会有多高的回头率？？,Wed Aug 21 14:40:21 2019,"VLOG,日本文化,我是大哥大",日九贝,141000,348,2904781,15372,6155,26043
BV1FJ411H77P,83244685,女友假装睡觉，测试男朋友会做什么事情！最后却是个屁！,Mon Jan 13 15:48:53 2020,"2019新人嘉年华,生活,VLOG,搞笑视频,沙雕,高能,吐槽,搞笑,全程高能,情侣",猪猪霞和五花肉,49000,520,2903745,11399,2649,19707
BV15t411P7f3,60967910,玩弄400W粉up主们！看老实人如何逆袭！,Sat Jul 27 17:00:05 2019,"Vlog夏日大作战,力元君,啊吗粽,老坛胡说,在下哲别,福乐小哥,徐大虾,变形兄弟,vlog星制造",徐大虾咯,4716000,4001,2900879,78683,4369,23437
BV1QJ411a7jF,81173611,《不要洗脑挑战》 这谁顶得住？？？,Sun Dec 29 20:05:54 2019,"30天vlog挑战,生活,唱歌,洗脑,老坛胡说,徐大虾咯,东尼ookii,生活记录,日常,搞笑",东尼ookii,2635000,1006,2890403,28267,2049,16899
BV1Db411k79t,42396212,爆尬！挑战抖音小学生！UP已死！你可以试试！,Sat Feb  2 17:45:54 2019,"JR,猎奇,揽梦阁,高能,小学生,抖音,抖音小学生,尴尬,挑战,vlog",JR大帅B,570000,1541,2887119,254902,6995,33139
BV1H441157np,55787449,小伙看抖音竟可以用泡面修桌子，到底是真的假的？亲身实验告诉你,Sun Jun 16 17:32:43 2019,"抖音,泡面,生活,自制,实验,VLOG,趣味,有趣",翔翔大作战,6033000,524,2885611,17896,3690,7561
BV1eJ411B7v8,78094006,伦敦留学生因为恐怖袭击不敢出门 只能在宿舍吃泡面,Thu Dec  5 19:00:07 2019,"全能打卡挑战,美食圈,日常,美食,生活,吃货,料理,制作教程,VLOG,吃播",假美食po主,2409000,1141,2885180,19802,7225,12765
BV1Vb411t72J,47403722,随机挑战！这是我做过最后悔的决定了！,Tue Mar 26 17:20:48 2019,"中国BOY,挑战,VLOG,随机挑战",中国BOY超级大猩猩,5419000,1836,2882608,47737,10019,85226
BV1Z7411i7By,84016686,猛男UP主VS熊孩子,Sat Jan 18 21:31:55 2020,"VLOG,生活记录,记录",宁小厨爱生活,109000,42,2879908,4408,5807,41053
BV1F7411j7Dx,90048536,兄 友 弟 恭,Wed Feb 19 11:21:14 2020,"搞笑视频,恶搞,奇葩,逗比,恶作剧,生活,vlog,小潮,沙雕,搞笑",小潮院长,3163000,417,2878244,34143,3596,36436
BV1AE41157EK,95768845,10分钟进阶丰胸运动！亲测超明显升杯提胸、练出乳沟！消副乳瘦手臂！【周六野Zoey】,Thu Mar 12 22:30:36 2020,"我的开学范儿,健身,运动,塑形,日常,健身教程,Vlog,周六野Zoey,丰胸,胸部",周六野Zoey,6174000,1505,2878231,30548,11086,315974
BV1k7411w7jx,90629382,为了拍视频，美食up在日本狂吃一整天，工伤长胖不敢上称,Fri Feb 21 19:19:18 2020,"吃货测评,美食圈,美食,吃货,日常,生活,搞笑,吃播,美食探店,美食侦探",绵羊料理,4251000,523,2875071,8060,2431,20463
BV1at411j79D,60740446,【全职新手】06-鬼屋惊魂！某幻君、花少北你们为什么那么怂？,Fri Jul 26 09:00:57 2019,"中国BOY,花少北,某幻君,全职新手,Vlog星制造,鬼屋",中国BOY超级大猩猩,5419000,2529,2866831,48228,3737,40957
BV1dE411n7va,92393584,害怕！和熊同桌吃早饭，60斤食物，吃完要陪练格斗？！【北极大宝荐06】,Fri Feb 28 18:22:30 2020,"健身战“疫”挑战,北极大宝荐,小电视带你看世界,俄罗斯,战斗民族,宠物,棕熊,vlog,盗月社",食贫道,1201000,1914,2865812,25870,4695,33772
BV1gk4y167Qz,753142065,我怎么会有这样的妹妹！,Fri May 15 11:00:58 2020,"VLOG,沙雕,生活,搞笑,凉风Kaze,tool凉,兄妹,妹妹,BML星势力",凉风Kaze,6387000,439,2864358,19629,7139,17010
BV1JJ411p7aR,82984284,住40000元一晚的思南公馆 我感觉自己有点飘！,Sat Jan 11 18:13:45 2020,"全能打卡挑战,酒店,VLOG,土豪,搞笑,思南公馆,上海,拿姐,啊吗粽,体验",啊吗粽,2514000,1019,2854341,18067,3043,22684
BV1kt411t7W3,41916214,广东顺德拍美食，我被知名餐馆老板骂走了！,Mon Jan 28 12:04:33 2019,"美食圈,美食,日常,吃货,VLOG,搞笑,试吃,广州,顺德,吐槽",我是郭杰瑞,5092000,334,2847364,14381,16183,5842
BV1zJ411z7y9,77814961,小伙大晚上带日本女友去租碟看片，结果女友的反应亮了！你的女友也这样？『kei和marin』,Mon Dec  2 18:54:50 2019,"VLOG,恐怖片,日语,反应,日本妹子,看片,日本,中日情侣",kei和marin,1381000,539,2845878,9232,1900,9407
BV17J41127Ds,76453909,买我爸爸亲手造的豪宅别墅要花几个亿吗？,Thu Nov 21 12:19:11 2019,"全能打卡挑战,生活记录,VLOG,装修,建筑,别墅,创意,德国,家庭,亲情",阿福Thomas,1278000,1011,2843975,16154,8855,47995
BV1gb41157q8,49548358,【up主变形记】看6位叛逆Up主如何在农村改造，重新做人！,Wed Apr 17 17:30:26 2019,"Vlog人生第一次,挑战,自制,变形计,VLOG,up主变形记,农村,华农,作死,搞笑",力元君,2428000,229,2839832,7202,4332,30663
BV1zJ411i7Gd,78272053,公开女友，和她玩倒放挑战，她居然说我色？,Fri Dec  6 20:31:06 2019,"30天vlog挑战,VLOG,女朋友,恋爱,小姐姐,倒放挑战,啊吗粽,力元君,搞笑,情侣,徐大虾咯",福乐小哥,1052000,849,2839603,28192,6315,29037
BV1y54y1Q7GR,840442578,凑斗富俘虏小汉堡它到底好吃吗？,Sun Apr 26 20:02:14 2020,"VLOG的一百种可能,VLOG,花少北,老番茄,某幻,小汉堡,荣耀30,中国boy,荣耀手机",某幻君,5301000,1227,2833990,51381,6680,53665
BV19441187iF,50461373,在b站工作是什么体验？,Thu Apr 25 23:10:00 2019,"生活,VLOG,B站,BILIBILI,工作,哔哩哔哩,打工,真脑洞大冒险",力元君,2428000,610,2833031,14067,6450,20983
BV1fJ411y7m4,78815657,如何利用信号屏蔽器，帮助熊孩子戒掉网瘾，顺便把他逼疯。,Wed Dec 11 17:55:10 2019,"30天vlog挑战,生活,VLOG,高能,东尼ookii,熊孩子,魔鬼舅舅,日常,搞笑,恶搞",东尼ookii,2635000,1013,2826473,26959,3715,33011
BV1yk4y1k77d,753117359,这TM才叫  lbwnb！,Sun May  3 19:42:11 2020,"五五开,卢本伟,bilibili新星计划,LBWNB",阿飞vlog记录开哥,59000,451,2822342,25954,6735,41875
BV1rp4y1Q7ka,968227138,复工后美国疫情会到什么程度？真会群体免疫吗？,Tue May 12 11:58:29 2020,"VLOG的一百种可能,VLOG,美国疫情,新冠肺炎,歪果仁,群体免疫",我是郭杰瑞,5092000,527,2820617,27570,12425,14485
BV1Jb41167xg,42954467,给四只猫洗爪子，比洗澡累十倍，猫先是委屈挣扎最后直接骂出来！,Fri Feb  8 17:24:30 2019,"100个春节故事,动物圈,萌宠,宠物,可爱,日常,动物,铲屎官,猫咪,VLOG",花花与三猫CatLive,2933000,548,2815507,9820,4294,50233
BV1Qb411j7Yh,46927229,【花少北】搬进上海市中心200平是一种什么样的体验,Fri Mar 22 12:05:22 2019,"VLOG,花少北,搬家",花少北丶,3639000,750,2815061,31498,6365,45211
BV1LE41187zT,74065084,【柴西】三个月赚的2w块，一天花完是什么感受？？,Thu Oct 31 22:02:55 2019,"追梦者,生活,生活记录,VLOG,公益,旅游,正能量,慈善",超Carry的柴西,688000,1305,2812550,28168,7482,140376
BV1ZJ411C7Ud,79145639,撒娇得一切？跟室友撒娇睡同一张床，他会同意吗...？,Sat Dec 14 12:20:34 2019,"30天vlog挑战,逗比,生活,撒娇,可爱,恶作剧,基友测试,整蛊,搞笑,告白,vlog,学生党",月半阿伦,122000,514,2810322,25338,3673,42842
BV1TK4y1k7yZ,882779329,花了108买了30颗可生食鸡蛋，自制生蛋拌饭到底是什么味道呢,Sun Apr 19 17:30:14 2020,"料理制作,吃播,美食vlog,美食,吃货,可生食鸡蛋,生蛋拌饭",翔翔大作战,6033000,414,2808525,25721,13489,6077
BV1it411j72h,60726967,中国男子在日本吃炸串自助，30多种炸串甜点水果随便吃，隔壁桌的小姐姐都看呆了？,Fri Jul 26 18:35:54 2019,"萌新UP报到,美食圈,美食,vlog,吃货,自助,无限量,炸串,日式炸串,日本",孤独的美食基,2909000,432,2805507,10836,3819,23504
BV1Q7411Z7Kp,96972433,实拍美国疫情，纽约大部分地方关门，新泽西开始宵禁！,Tue Mar 17 13:00:03 2020,"加油2020-VLOG挑战,VLOG,肺炎,纽约,记录,歪果仁,灾难",我是郭杰瑞,5092000,504,2803694,22729,9181,10105
BV1gJ411U7U6,75767910,vlog丨7个习惯让早晨更高效丨5点起床6小时晨间学习,Fri Nov 15 19:48:55 2019,"我的学习日记,生活,学习,vlog,校园,英语,记录,生活记录,VLOG,日常",Junn杰俊,662000,4548,2803069,11773,2102,208888
BV1Tb41147Nr,47677645,精子捐献是怎样的体验？,Sat Mar 30 11:25:54 2019,"Vlog人生第一次,吃素的狮子,Vlog,生活,生活记录,日常,捐精,精子,体验,生殖",吃素的狮子,3058000,828,2800575,22832,11318,29345
BV1pJ41177D3,82048718,戴假发去理发店剪头，理发师的反应让人笑死，拍完后我傻了,Sat Jan  4 18:34:17 2020,"全能打卡挑战,生活,VLOG,高能,卖萌,搞笑,戴假发,哲别,整蛊,恶作剧",在下哲别,1924000,1300,2799280,29834,3445,21639
BV1ea4y1x7aK,667726387,把熊孩子的作业换成新的，再突击检查，居然被反套路！！！,Sun Apr 12 12:47:00 2020,"加油2020-VLOG挑战,VLOG,自制,生活,搞笑,魔鬼舅舅,东尼ookii,日常,整蛊,恶搞",东尼ookii,2635000,1244,2795963,53049,5153,26354
BV1kE411o7BA,70871354,一张纸对折13次就是世界纪录？小伙不相信，用地板大小的纸plus挑战纪录,Fri Oct 11 18:01:25 2019,"自制,生活,VLOG,高能,折纸,搞笑,沙雕,挑战,是在下输了",W总动员,280000,434,2794115,5817,3748,11272
BV137411Y7aB,84819740,当你男友在面前锻炼时~,Fri Jan 24 13:36:57 2020,"男友,健身,腹肌,VLOG,帅哥,情侣",敬敬睡醒了,15000,13,2790936,293,2338,3356
