BV,av,title,pubtime,tag,up,fans,length,view,danmu,review,favorite
BV1Zk4y167XM,753331877,还记得学校什么样吗？春晖学子们。全网最抖的vlog，来自毕业照泡汤的毕业生回念,Mon May 25 15:03:23 2020,"自制,校园,记录,毕业季,生活记录",乐乐乐辣略略,8,242,16,0,1,1
BV14A411q7Dn,328327805,Vlog重口味墨西哥啤酒大揭秘！啤酒+番茄汁+酱油？？？ 让我来教你们墨式啤酒的制作方法和品尝过程！,Tue May 26 01:06:58 2020,"喝酒,墨西哥,VLOG,吃播,料理制作,美食vlog",VictoireGuo,3,505,16,0,0,0
BV1hV411C7nC,413282449,【VLOG-01】我枣和我泽的鬼畜日常/BGM:Blinding lights/Joshua tree/Chicago/Champaign/Skydiving,Mon May 25 18:30:44 2020,"鬼畜,风景,搞笑,校园,旅行,摄影,大学生,VLOG,活力vlog挑战",郭店晴空万里,9,344,16,1,0,0
BV1zz4y1R7mz,583079721,【滇粤穿行日记】（序）【创业日记Vlog】,Mon May  4 17:58:19 2020,"纪录片,VLOG,社会实践,生活记录",伟大的内个谁,17,217,16,0,0,0
BV1qC4y1p7c8,795864076,【漫菲思雨】美食测评vlog | 就这？肉松麻薯芋泥盒子 虎皮南瓜卷 |翻车了,Mon May 25 19:00:50 2020,"吃货,美食,测评,VLOG,吃播,活力vlog挑战",Hankukuu,23,552,16,0,0,0
BV1dg4y1B7iA,838326154,Vlog013,Mon May 25 20:18:38 2020,VLOG日常,是小冉鸭,3,317,16,0,0,0
BV1Wg4y1i7ZJ,838359212,【Vlog.1】新人Up | 情侣日常 | |  甜不甜的不知道，记录生活最重要 ‖  『上海·杨浦』,Sun May 24 19:59:33 2020,"夏天,魔都,周末,生活记录,宅家日常,情侣VLOG",夏秋阳女盆友,14,316,16,1,0,1
BV1oQ4y1A72P,710752049,韩国宅家隔离vlog | 准备发表，上网课，写作业，保健所空投开箱，过520，各种吃吃喝喝,Mon May 25 22:01:03 2020,"韩国,留学生,隔离,VLOG,宅家,韩国疫情",日月当空瞾i,69,533,15,0,3,0
BV1254y1D7BV,840818544,【Vlog】江苏·徐州：矿大，我所记录的些许温柔,Mon May 25 22:35:33 2020,"生活,大学,夕阳,矿大,VLOG",反向北_n,20,213,15,0,3,2
BV1nv411z7fJ,243271174,YQ&amp;#39;S VLOG|姐妹时光|美食探店|落日余晖,Mon May 25 19:49:22 2020,"闺蜜,VLOG,生活记录",苑夏晴,4,421,15,1,2,0
BV1yK411W7Yi,498176444,慢杨杨Vlog ｜法国解禁第一天，餐厅营业？商场开门？🤷‍♀️怎么和新闻里说的不太一样。。,Thu May 14 09:29:31 2020,"法国,巴黎,超市,解禁,法餐,探店,VLOG日常,疫情,30天VLOG挑战,我的假日style",慢杨杨MY,40,315,15,1,2,1
BV1Xi4y147GF,540793183,【美食vlog】吃货万岁～～～可乐鸡翅.潮汕肠粉.蛋糕.水果茶,Mon May 25 00:30:31 2020,"自制,生活,美食,吃吃吃,周末,聚餐",小小小松包,8,216,15,0,2,0
BV14f4y127Yu,285838642,一个速扒《Cornelia Street》vlog,Mon May 25 20:52:22 2020,"钢琴曲,翻弹,TAYLORSWIFT,VLOG,活力vlog挑战",yixiaoo,37,352,15,0,0,2
BV1DZ4y1p7s9,370772739,(Mt)vlog.参加同学婚礼,Mon May 25 19:30:35 2020,"爱情,婚礼,婚礼视频,VLOG,婚礼现场",Mt心恬,1888,132,15,0,0,0
BV1nt4y1C7kD,625766960,#vlog百天减脂另专转本考生的日常,Tue May 26 00:25:15 2020,"自律,专升本,大专生,减脂,VLOG日常",紫薇苑王花花,1,147,15,0,0,0
BV1Yi4y1477r,540725753,慢杨杨Vlog ｜法国最后一天居家隔离，辣子鸡、地三鲜、麻辣猪蹄、红油鸡爪还有奶酪蛋糕，满满的热量来迎接明天，鸡爪实在是太好吃了！,Mon May 11 10:26:12 2020,"健身,法国,蛋糕,甜点,麻辣,烘焙,猪蹄,料理制作,美食vlog,花样吃播",慢杨杨MY,40,353,14,1,6,1
BV1gQ4y1P7PY,710824267,【无限进步】大三医学生离家前的最后一个早上vlog,Mon May 25 20:48:26 2020,"学习,大学生活,医学生,VLOG,生活记录",燃烧的窦房结,86,222,14,1,5,0
BV1AK4y187KC,883047905,涵涵的VLOG4 - 夜游空城,Sat May  2 13:59:42 2020,"VLOG,生活记录",bili_31392909,9,909,14,0,5,1
BV1qk4y167LD,753262452,糖衣-VLOG|情侣愉快周末|逛街|橘里橘气的恋爱|甜蜜日常|tpl|les|充实的一天|,Tue May 26 02:33:13 2020,"约会,情侣,TPL,VLOG,恋爱日常,橘里橘气",-糖衣-,19,552,14,0,3,0
BV1Ez411B73j,200781029,断舍离散粉|红黑榜|美妆清楚计划|日常vlog,Mon May 25 18:49:20 2020,"日常,分享,美妆,种草,断舍离",暄仪Kiana,41,508,14,0,2,0
BV14z4y1d7bT,583268588,【我的日常vlog】我在人间拾着微风与暖阳，只为收集世间温柔赠与你,Tue May 26 08:48:59 2020,"风景,生活,旅游,大海,VLOG,VLOG人生分享会",橘子汽水面包包,12,34,14,0,2,3
BV1Gp4y1X7pH,968325026,『vlog』嘉成日志第85天（2020.5.25）淋雨淋成狗,Mon May 25 21:07:03 2020,"VLOG,生活记录,VLOG日常,日常VLOG,30天VLOG挑战,夏日健身挑战",爱吃的嘉成菌,45,48,14,0,1,0
BV14p4y1X7pp,968343465,【初投稿】个人vlog——磁器口,Mon May 25 18:26:25 2020,"自制,记录,VLOG",今天真的又不想学习,0,323,14,0,1,1
BV12z411v7mD,200806522,没忍住 又买优衣库 KSM VLOG#58,Mon May 25 23:08:52 2020,"开箱,优衣库,网购,VLOG,购物分享,起居服,没忍住,AIRISM,夏日好物种草",东京口水猫,71,154,14,0,0,0
BV1RZ4y1p7Qv,370822881,【兔子】小年糕·捡屎官vlog 之 夏日大作战,Mon May 25 20:05:49 2020,"兔子,VLOG日常,萌宠vlog,活力vlog挑战",何方向がい,26,237,14,0,0,2
BV1RK411H7bX,498345852,【一日Vlog】乱炒工作午餐⥤周一与酒为友,Tue May 26 01:14:01 2020,"午餐,VLOG,生活记录,探店,活力vlog挑战",yoyo小姨,8,218,14,0,0,0
BV1Xi4y1b7Ci,540138520,【Vlog】,Thu Apr  9 19:50:08 2020,加油2020-VLOG挑战,6N291,26,352,14,0,0,0
BV11z4y1R7Vk,583135112,Vlog0%｜法考复习记录｜5/11,Tue May 12 05:55:14 2020,STUDYACCOUNT,#NAME?,51,151,14,0,0,0
BV1b54y1D7D1,840760261,入夏仪式vlog｜青梅酒｜把五月封进玻璃罐,Mon May 25 19:53:31 2020,"夏天,酒,生活记录,VLOG日常,我的假日style",菜头好无聊,2,730,14,1,0,3
BV1sK4y1t7QA,883283572,Vlog1 分享日常学习  一起变自律吧!,Mon May 25 17:26:04 2020,"大学生,学习日常,和我一起学习,学习VLOG",塘_,1,653,14,1,0,2
BV1cT4y1g784,925775083,SEVENTEEN五周年杭州线下应援vlog【次人到底谁是中国人？】【李老师为何在外貌顺位中无姓名？】【队长竟和前流量大户撞脸？】【小八：其实我看起来是攻】,Mon May 25 23:26:35 2020,"克拉,应援,SEVENTEEN,VLOG,SEVENTEEN出道五周年",Celine400,4,705,14,0,0,0
BV1VT4y1g7oj,925849441,支教Vlog| 长胖的日子 游年画村 学生的生日祝福 五月值得记录的点点滴滴,Mon May 25 23:24:49 2020,"支教,志愿者,活力vlog挑战",这里是贺开心yaO,30,645,14,0,0,0
BV13p4y1X7Gu,968319198,巴基斯坦街边vlog，当地习俗，大家在一起聚个餐,Tue May 26 05:20:59 2020,"生活,吃货,巴基斯坦,聚餐,美食视频,习俗,焖饭,街头小吃,美食圈,全能打卡挑战",美食前线喵记,4765,125,14,0,0,0
BV1Ra4y1e78m,668310135,Vlog6—出门拿快递啦,Mon May 25 20:42:52 2020,"自制,生活,蓬莱,记录,VLOG,生活记录",ElmoChu,14,307,13,7,7,0
BV1nz411B7Js,200781957,#VLOG日常##我的学习日记#,Sat May 23 19:20:14 2020,小视频,提夫宁,4,505,13,0,3,1
BV1RC4y1h7kv,795874891,无趣的一天/睡了15个小时的一天/没有学校网课的咸鱼日常【祈年的vlog88】,Mon May 25 21:16:50 2020,"大学,学习,大学生,记录,VLOG,生活记录,STUDYACCOUNT,VLOG日常,STUDYWITHME,活力vlog挑战",祈年nnn,369,411,13,0,3,0
BV1U5411s7Sc,455750854,我的第一只vlog | 【探店】三亚嘉佩乐酒店 一晚2000+的酒店到底值不值得,Mon May 25 23:40:25 2020,"三亚,VLOG,生活记录,探店,VLOG日常,旅行VLOG",cheernuttyn,0,827,13,0,2,0
BV11K4y1t7Th,883350279,Daily Vlog 1|打HPV九价疫苗|逛古城|吃锅边糊|买衣服,Mon May 25 21:19:02 2020,"美食,逛街,学生党,VLOG,HPV,探店雷达",Jestina_书书,16,348,13,15,2,1
BV1LK411s7Zf,498278910,日常vlog｜95后女孩的下班日常,Mon May 25 22:21:09 2020,"下班,一人食,VLOG,生活记录,日常VLOG,活力vlog挑战",鹿子哟-,26,57,13,0,1,0
BV12Z4y1p7Si,370791548,【蜂蜜与四叶草】Vlog.13 Blackstar 西瓜蛋糕【烘培】,Mon May 25 21:05:51 2020,"美食,蛋糕,甜点,甜品,烘培,料理制作",蜂蜜与四叶草Vlog,8,220,13,1,0,0
BV1nZ4y1W7Tf,370871756,啥包背了15年都不坏？审美疲劳换个新，顺便聊聊背包里的VLOG装备,Tue May 26 03:30:11 2020,"EDC,VLOG,背包,生活记录,VLOG日常,VLOG设备",白爺嘚吧嘚,490,804,13,0,0,0
BV13V411C7Bg,413256323,＜做饭Vlog.1.0＞夏日悠悠糯米鸡 | 荷叶糯米鸡 | 和妈妈一起做饭,Mon May 25 23:37:25 2020,"夏天,鸡,夏日,家常菜,糯米饭,糯米,美食教程,家常,料理制作,一日三餐,美食vlog",你怎么不修改昵称呢,3,539,13,0,0,1
BV1j5411x78T,455842426,【迪丽热巴】小报：约vlog的朋友们可以放下你们的号码牌了～,Mon May 25 22:52:22 2020,"迪丽热巴,VLOG",巨星牌加碘盐w07,3,300,13,0,0,0
BV1Yi4y147UF,540733213,Vlog14｜2020/5/19｜法考复习vlog｜8-22//9h｜进一步有一步的欢喜,Wed May 20 06:26:52 2020,STUDYACCOUNT,#NAME?,51,339,13,0,0,0
BV1qi4y1s7eP,540847109,这就是你想要的返校吗丨校园VLOG丨学习向丨STUDYWITHME,Mon May 25 17:00:06 2020,"校园,大学,新人,学习,大学生,VLOG,生活记录,VLOG日常,STUDYWITHME,bilibili新星计划",凡凡的牙牙,7,356,13,11,0,1
BV1vt4y1C78o,625785066,第二支Vlog#hpv九价疫苗接种#晴天[调皮][,Mon May 25 17:55:56 2020,小视频,lcsba-,1,100,13,0,0,0
BV1Dk4y167UY,753273193,【周末vlog】吃完火锅体重50悲伤，剩下的菜还能做个金汤肥牛,Mon May 25 17:19:08 2020,"火锅,周末,吃火锅,生活记录,VLOG日常,金汤肥牛",黄天晴又被占用了,3,57,13,0,0,0
BV1LC4y1p74g,795795105,#爱丽日常#拆专vlog3/欧洲人拆专/音量预警,Tue May 26 02:01:52 2020,"爱丽,EXO,追星,VLOG,KOREA相关,购物分享",Annnwith,10,234,13,0,0,1
BV1A54y1Q7xt,840839066,【vlog】即将解封的东京 带你云逛新宿 三丁目/歌舞伎町,Tue May 26 02:32:30 2020,"东京,歌舞伎町,新宿,VLOG,生活记录,VLOG日常",卡卡一,2,224,13,0,0,0
BV15A411q7PA,328288872,去踏青 小时候常去的公园 夏天到了呀～【一枝猫的Vlog02】,Mon May 25 19:30:23 2020,"夏日,VLOG,踏青,生活记录,30天VLOG挑战,全能打卡挑战",偶是一枝猫,101,130,12,3,10,2
BV1ii4y1s7Hb,540843457,也许是史上最无聊的vlog...,Mon May 25 20:14:09 2020,"自制,VLOG",媒体少女的梦,9,948,12,5,5,0
BV1pv411z7pD,243274126,【VLOG 002】 背单词|听写|打太极|日常|听歌|校园|不要问我001在哪,Mon May 25 21:34:52 2020,"自制,生活,校园,记录,VLOG,生活记录",CarterBlack,1,522,12,14,3,2
BV1dK411H7WC,498350971,Vlog之重庆山城周末探险|高楼林立的江北区观音桥隐藏的烟火气息,Mon May 25 23:44:37 2020,"旅游,重庆,雾都,VLOG,观音桥,古着店",calla__,2,202,12,0,3,2
BV1Bv411z7Sm,243360905,【学习vlog】网课日常！周一的课从早上八点一直到晚上八点半|一天一首BGM，学习吧。,Mon May 25 23:34:58 2020,"学习,大学生,STUDY,VLOG,生活记录,学习记录,VLOG日常,学习使我快乐,学习打卡,百万剪辑师挑战",是努力的小張同學啊,43,319,12,0,2,0
BV1Pa4y1v7Ai,668339162,#vlog李布朗 周末日常,Mon May 25 22:19:58 2020,"周末,VLOG,生活记录,30天VLOG挑战,活力vlog挑战",李布朗browniee,6,408,12,2,2,1
BV1oQ4y1A7CN,710752230,美妆博主化身Tony老师的染发vlog,Mon May 25 20:08:02 2020,"时尚,染发,染发教程,DIY染发,夏日好物种草,时尚新势力",不烦人的烦叔,26,844,12,0,2,1
BV1Bv411z7s3,243363428,西瓜头萌娃试吃测评多款口味冰淇淋(SS纽国志 Vlog 8),Mon May 25 20:56:33 2020,"冰激凌,逗比,儿童,美食,小朋友,冰淇淋,开箱,试吃,VLOG,开箱达人",SS纽国志,4,453,12,0,1,0
BV15A411q7dG,328294091,日常Vlog12｜攒满浪漫，好好生活。,Sun May 24 20:50:31 2020,"情侣,VLOG,生活记录,情侣VLOG,30天VLOG挑战,520甜蜜周",上官相乐,34,401,12,0,1,5
BV1ki4y147BL,540760846,哈工大百年校庆（并不是vlog的）vlog,Mon May 25 22:25:58 2020,"剪辑,百年校庆,哈尔滨工业大学,课程作业,VLOG,哈尔滨工业大学（深圳）",倚风自笑fs,4,536,12,0,1,0
BV1fT4y1u7Q8,925773430,【老妮Vlog】美国疫情期间和朋友们一起边吃火锅边参加云毕业典礼15/5/20,Tue May 26 03:24:01 2020,"自制,美国,留学,记录,VLOG,生活记录,VLOG日常,疫情,青春的逆行",老妮一个人森佛,9,611,12,3,1,1
BV1Rp4y1S73L,968370586,Emily&amp;#39;s Vlog 7｜美国疫情宅家日常｜追婧妹｜看清平乐｜宋词鉴赏｜染头发｜泡菜豆腐汤｜做运动｜蔬菜三明治,Tue May 26 02:32:27 2020,"生活,VLOG",LaconicNese_Z,4,806,12,0,1,0
BV1Vf4y127N2,285826496,【小杨vlog】新手羊毛毡戳戳乐教程-相机小企鹅,Sun May 24 22:15:28 2020,"DIY,手工教程,VLOG,羊毛毡,戳戳乐,VLOG日常",N蔚蓝微蓝,0,431,12,0,0,0
BV1pA411q7Hm,328285955,vlog#001#关于我的第一支视频,Mon May 25 23:06:11 2020,"VLOG,VLOG日常,日常VLOG",香芋最好吃_,5,145,12,0,0,2
BV1EA411q7Ni,328300358,Vlog#003 驴打滚,Mon May 25 19:09:55 2020,"烘焙,料理制作,美食vlog",2426超,0,30,12,0,0,0
BV1ZV411C7Qu,413373510,VLOG No.12  小菜园周末日常 |采摘初夏的白草莓 | 又是摘蓝莓| 割点自己种的韭菜炒鸡蛋,Mon May 25 21:54:20 2020,"种植,菜园,VLOG日常,采摘,白草莓,全能打卡挑战",阿清啊啊啊,17,256,12,0,0,2
BV1F5411x7qP,455821615,「5.24vlog」文明6玩懵了｜王者冲不上榜｜又是被游戏虐哭的一天,Mon May 25 13:46:17 2020,"VLOG,生活记录,30天VLOG挑战",NE-NE,9,108,12,0,0,0
BV1PK411p7gn,498372963,初夏时节日常妆容和生活vlog,Mon May 25 18:30:39 2020,"生活,VLOG,美妆,生活记录,VLOG日常,全能打卡挑战",东篱雪清,13,53,12,0,0,1
BV1Wz4y1d7Lo,583255762,【SEVENTEEN/追星vlog】五周年线下应援/探店/日常,Tue May 26 01:51:02 2020,"克拉,应援,SEVENTEEN,追星,VLOG,追星女孩",鲫鱼只会吐泡泡,1,252,12,0,0,0
BV1Hz4y197VP,583349777,Beauti4Life - 瑞士山间植物园 | Swiss Botanical Garden vlog,Tue May 26 04:30:36 2020,"旅游,瑞士,VLOG",Beauti4Life,2615,203,12,0,0,0
BV1zt4y1C7ao,625829358,Vlog1|自驾去朋友家|做一桌家常菜|girl&amp;#39;s time,Mon May 25 23:50:39 2020,"美食,做饭,生活记录,活力vlog挑战,中国好姐妹",灰屯乡豹子女士,1,223,12,0,0,0
BV1St4y1C7y2,625861520,Vlog #疫情宅家之抹茶酱,Mon May 25 17:34:17 2020,"自制,生活,美食,抹茶,一人食,VLOG,宅家,生活记录,美食圈,VLOG日常",我叫不欠钱,1,254,12,0,0,0
BV18a4y1e74x,668259922,关于没带稳定器拍的vlog,Mon May 25 18:49:48 2020,VLOG,被承包的书生,8,153,12,0,0,4
BV1Ka4y1v7zc,668345806,202005.重庆vlog.with Anchi,Tue May 26 10:31:06 2020,"重庆,VLOG,生活记录,VLOG人生分享会",venomkiller,3,440,12,0,0,1
BV1U54y1D7QW,840825908,vlog13 | 五月混沌的零零散散,Mon May 25 20:23:39 2020,"VLOG,生活记录",Shinelinn-Poxin,10,624,12,0,0,0
BV1jK4y1t7oZ,883260989,中山vlog,Mon May 25 19:36:47 2020,"中山,VLOG,生活记录",Winnie0v0,4,404,12,0,0,0
BV1zi4y1s7wD,540850326,七拼八凑旅游vlog 古巴,Tue May 26 03:03:16 2020,"旅游,旅行,记录,古巴,VLOG",juliawnnana,4,629,11,0,3,0
BV1uZ4y1W7VC,370867459,【VLOG】福州考试一日游,Mon May 25 23:24:29 2020,"佳能,福州,VLOG,仪式感,活力vlog挑战",ci人被外星人带走了,4,57,11,0,2,1
BV1mK411H7oV,498358648,VLOG | 裸辞2个月在家，重新踏上找工作之路~,Mon May 25 22:15:50 2020,"面试,职场,生活记录,VLOG日常,裸辞,活力vlog挑战",芒知果,1,311,11,0,2,0
BV1Zi4y147cj,540776465,【从中到中珠的vlog】山的那边是海，高考加油！,Mon May 25 22:10:04 2020,"生活,校园,中山大学,珠海,高考加油,从化中学,中山大学珠海校区",-啤酒桑-,5,953,11,0,2,0
BV1bg4y1i7mU,838342872,我要毕业啦！｜毕业答辩vlog,Tue May 26 02:17:25 2020,"毕业季,毕业视频,VLOG,生活记录,活力vlog挑战",SammiLLL,6,421,11,1,2,0
BV1254y1D7SN,840817402,DAY4 VLOG-GLB拍摄,Mon May 25 17:01:57 2020,"VLOG,生活记录",英短小柯基,1,33,11,0,2,0
BV19z411v7LG,200867241,【VLOG】忍者神龟的浪人叉原来是这样用的！,Mon May 25 23:58:05 2020,"中国,忍者神龟,冷兵器,武术,生活记录,全能打卡挑战",英田君,454,128,11,0,1,1
BV1gK411s72A,498295910,减肥vlog 第二天,Tue May 26 02:52:02 2020,"减肥,减肥餐,减脂,减肥日记,30天VLOG挑战",拜拜不i,1,257,11,0,1,0
BV1S54y1D7ew,840824575,【翻车】VLOG#11 | 绵绵扭花臣 | 下厨房翻车经历 | 焦糖爆米花 | 蒜香鸡翅 | 奥利奥枕头卷 | 疫情期间外出就餐礼仪,Mon May 25 20:05:03 2020,"星厨驾到,料理制作,美食vlog,下厨房翻车",潘软棉,39,646,11,2,1,0
BV1yv411z7XQ,243350279,[vlog] 家常菜之红烧鲳鱼,Mon May 25 23:50:59 2020,"生活,家常菜,做饭,VLOG,红烧鱼,生活记录",丹丹姐的快乐生活,4,108,11,0,0,1
BV1nz4y197wE,583346157,【中字】郑东元日常生活VLOG,Tue May 26 09:29:36 2020,"中字,VLOG,KOREA相关,trot,郑东元,Mr trot",限定快乐是我,16,718,11,0,0,1
BV1Ut4y1C73u,625858072,vlog1深夜鳗鱼烤肉/涂了口红后吃东西的样子/死亡角度/打响指被秒/,Tue May 26 01:07:58 2020,"烧烤,烤肉,鳗鱼,生活记录,情侣日常,VLOG日常",皙霓,2,636,11,0,0,1
BV1Kk4y1r7pB,753355250,Vlog#臭猪来看我啦,Mon May 25 17:44:15 2020,"情侣,VLOG,生活记录",划向你的船,6,103,11,0,0,0
BV1vC4y1H72y,795663030,背景音乐 Thomas Gresen - Good Pace (Vlog No Copyright Music) 无版权,Tue May 26 00:00:05 2020,"BGM,音乐,YOUTUBE,欧美音乐,背景音乐,VLOG,音乐选集",啫喱疯子,532,242,11,0,0,0
BV1CC4y1p7nf,795850946,【情侣VLOG日常】彩妆集合店The colorist调色师探店,Tue May 26 05:20:59 2020,"生活,情侣,VLOG,探店,30天VLOG挑战,活力vlog挑战",空大爷和小跟班,102,128,11,0,0,0
BV1qg4y1B7Ay,838265706,上海行|流水账Vlog,Mon May 25 19:09:28 2020,生活记录,小pe同学,30,457,11,0,0,0
BV1hg4y1i7bd,838346469,VLOG｜无聊日常｜周边开箱｜宋亚轩周边｜防弹少年团周边｜和我一起拼拼图吧,Mon May 25 21:06:58 2020,"VLOG,防弹少年团,生活记录,宋亚轩,周边分享,活力vlog挑战",Namnamu_,118,227,11,0,0,0
BV1CT4y1u7FP,925753087,【日本留学】vlog2#甜甜的一天|鲷鱼烧|抹茶卷|抹茶芭菲|韩式煎饼|黄色的柚子,Sun May 24 17:55:38 2020,"京都,甜点,抹茶,一人食,日本留学生,日本VLOG",珂珂株式会社,5,924,11,5,0,0
BV1KT4y1g7cj,925826905,「SEVENTEEN出道五周年」之长沙线下应援打卡vlog,Mon May 25 23:42:40 2020,"SEVENTEEN,VLOG",克拉永远十七岁,185,222,11,0,0,0
BV18T4y1g7KG,925871623,【八折de VLOG 011】睡衣火锅味的重聚,Mon May 25 20:14:29 2020,"火锅,聚会,闺蜜,VLOG,生活记录",全价张八折,2,243,11,0,0,0
BV1Xp4y1S7PT,968361344,vlog | 武汉人民解封后简单又快乐的小生活,Mon May 25 19:03:10 2020,"武汉,VLOG,生活记录,解封",甜罐头,10,700,11,0,0,1
BV1Qp4y1S7ik,968363908,【VLOG 06】春日记忆：花瓣游行pt.2,Mon May 25 17:54:30 2020,"春日,樱花",三月見魚,2,716,11,0,0,0
BV1BV411C7NW,413308950,【靓仔Vlog.09】妇女之友阿泡，为帮助女友预约九价HPV疫苗，做大量功课，女友为报答阿泡竟然…,Tue May 26 02:41:48 2020,"VLOG,疫苗,生活记录,HPV,VLOG人生分享会,螃蟹之家",老阿泡,223,817,10,0,3,0
BV1eC4y1p7z9,795856191,VLOG|我是怎么一步步做到6：00起床30天的挑战的|DAY1|study with me,Mon May 25 21:16:19 2020,"学习,打卡,坚持,效率,早起,VLOG,生活记录,STUDYWITHME,30天VLOG挑战,全能打卡挑战",一米六八-,13,302,10,0,1,1
BV1hK4y1t7g1,883272827,【vlog】看看手机里的日常片段吧/一直在吃东西？/冰雪碧＋冻葡萄绝了/学习/凌晨一点吃外卖/拆快递/吃寿司喝烤奶,Mon May 25 19:50:08 2020,"学习,美食,记录,VLOG,拆快递,VLOG日常",huoxiaojie33,5,456,10,0,1,0
BV1pv411z7tt,243274426,这应该是我吃过的最晚的一顿晚饭了吧[vlog],Mon May 25 20:56:59 2020,"自制,日常,VLOG,生活记录,VLOG日常,全能打卡挑战",数学君视频,1653,107,10,0,0,1
BV1ev411z7CR,243318454,Study Vlog ＃2/中考/“生命不止前进倒退还有上下”/D54,Mon May 25 21:02:07 2020,"中考,VLOG,STUDYACCOUNT,30天VLOG挑战,study with me,全能打卡挑战",永生花販賣,55,332,10,0,0,1
BV1kv411z7Tj,243343265,06 vlog｜和阿玮去海马体拍照｜周末限定｜记录生活,Mon May 25 21:16:18 2020,"情侣,周末,VLOG,生活记录,VLOG日常",是鬼翼鸭,17,39,10,0,0,0
BV1nZ4y1W7TF,370871301,【番】日本冬之旅VLOG9｜登别·地狱谷,Tue May 26 01:15:23 2020,"温泉,旅游,旅行,北海道,日本旅行,日本旅游,VLOG,日本自由行,登别,生活记录",俺们吃饭大学,38,800,10,0,0,1
BV1aa4y1e7fh,668268295,3200万像素华为mate30PRO对比苹果xr的700万像素结果出乎意料……夏宣vlog,Tue May 26 09:35:20 2020,"手机,拍照,苹果手机,苹果xr,华为MATE30PRO,数码玩家招募计划2.0",夏宣vlog,1250,224,10,0,0,0
BV1Sa4y1e79W,668325580,说走就走系列Vlog2-湖州·太湖,Mon May 25 21:26:59 2020,"风景,旅行,湖州,说走就走,VLOG,太湖,生活记录,我的假日style",西安闲,4,317,10,0,0,1
BV1qk4y167Tx,753261852,【VLOG#11】毕业答辩,Mon May 25 13:07:03 2020,"毕业,答辩,VLOG日常",阿小冋,4,151,10,0,0,0
BV1uk4y1r7aC,753361535,[EK Vlog] 锭欣  - 手工香烛制作的vlog 200525,Mon May 25 18:56:15 2020,"CLC,音乐短片,锭欣,EK Vlog",sakedesi,6083,423,10,0,0,0
BV15C4y1p7pm,795789385,【小白周末好时光Vlog】我们一起去看看老北京吧！鼓楼大街好宽敞｜涮肉北京人心头好｜什刹海的落日美到让人哭泣｜南锣鼓巷商业街？｜酸梅北冰洋解渴神器｜结尾小小彩蛋,Mon May 25 20:59:27 2020,"逛街,老北京,鼓楼,胡同,南锣鼓巷,VLOG日常",一枚圆宝宝,7,254,10,3,0,0
BV1ig4y1B7q5,838266161,『鹤庭工作室Grus.Film出品』『清昼的Vlog』vol.1“天津”,Mon May 25 21:06:42 2020,"天津,周末,旅拍,VLOG,旅行VLOG,C位赢出圈，拍出新原力",黎玖_Nine,1,332,10,0,0,0
BV1854y1D7Am,840758531,Twins Vlog 03: 只需9.9 美金， DIY 挑染浅色头发（海外疫情生活系列）,Mon May 25 20:00:42 2020,"VLOG,染发教程,DIY染发,疫情期间,活力vlog挑战,twinsVlog",OVV和OVA,3,121,10,0,0,0
BV1r54y1D7UG,840767713,"科唛Comica Boom X-D一拖二 无线收音咪, CP值最高, 最轻巧,内置锂电 ,拍VLOG收音必备~ (粤语)",Mon May 25 17:13:32 2020,"科技,摄影,器材,4K,vlog,科唛,COMICA",摄电侠ROSS,10,542,10,0,0,0
BV1q54y1D73b,840784713,不心动挑战 谁知第一个我就滑铁卢了#不心动挑战#vlog日常,Mon May 25 18:51:42 2020,"少女心,甜,VLOG,小哥哥,VLOG日常,不心动挑战",黑猫的Girl,3,141,10,0,0,0
BV1iK4y1t7yC,883320087,VLOG|一周佛系减肥的吃吃喝喝+做肉松小贝,Mon May 25 14:59:23 2020,"生活,美食,减肥,VLOG,生活记录,一日三餐",xujq_,10,902,10,0,0,0
BV1gp4y1X7us,968315545,合肥小故宫开福寺｜合肥宝藏景点VOL2#VLOG日常##活力VLOG挑战#,Tue May 26 00:13:58 2020,"文化,旅行,合肥,VLOG,小视频,30天VLOG挑战",懒蛋蛋才怪,5,453,10,0,0,0
BV1k5411s7dj,455763563,VLOG-本色美术馆东西桥市集,Mon May 25 21:21:46 2020,"哔哩哔哩,B站,VLOG,夜市,生活记录,集市,赶集,30天VLOG挑战,百万剪辑师挑战",地心旅行少年,66,627,9,16,6,1
BV1Dz411v7RW,200859254,Vlog②：五月周记,Mon May 25 21:06:32 2020,"朋友,KFC,大学生,舞力全开,VLOG,小七的零碎日常",木七QwQ,46,814,9,0,4,1
BV17t4y1C79k,625759534,【vlog】01 来逛逛 德版 抖音 TikTok,Tue May 26 04:03:35 2020,"生活,VLOG,抖音,VLOG日常,VLOG人生分享会",寸头不是秃,475,750,9,2,3,0
BV1UK411H7cZ,498358893,一个高二学生党的一天宅家vlog,Mon May 25 23:37:32 2020,"生活,00后,学习,高中生,新人向,生活记录",子皮Pegasus,6,101,9,1,2,0
BV1uk4y1r7nX,753361140,【Vlog#14】戴着口罩出发去柳州玩啦！,Tue May 26 05:09:34 2020,"旅行,柳州,广西,VLOG,VLOG日常,VLOG人生分享会",立里童子,35,810,9,0,2,0
